	D.M,r	D.M,p	D.T2D-NGT,fc	D.T2D-NGT,p	D.M,q	D.T2D-NGT,q	name
ENSG00000117090	0.09298308955112239	0.5482884176493679	-0.004090909090909145	0.9065447906022231	0.9610104160756646	0.9922470793620741	SLAMF1
ENSG00000117091	-0.040348477282957575	0.7948310586475882	-0.05136363636363638	0.2786032582438693	0.9859275435605984	0.8801375789590341	CD48
ENSG00000158764	0.15671827616614475	0.3096678271636322	-0.023636363636363657	0.49830921431540265	0.9369573698286628	0.9346359617080517	ITLN2
ENSG00000158769	0.1233732286151972	0.42495114626089947	-0.04136363636363645	0.1677039485574766	0.9538033911983769	0.8400512856965837	F11R
ENSG00000158773	-0.35714035710137715	0.01731834420505833	0.1154545454545455	0.030812647934644433	0.9558854637961754	0.809616162498322	USF1
ENSG00000186517	-0.29510754504125597	0.05180836116201054	0.05590909090909083	0.06576231256819717	0.9715174734141122	0.7793788725165407	ARHGAP30
ENSG00000143217	0.11131484931963957	0.4719174307737256	0.011363636363636423	0.7514133204689575	0.953614407660653	0.9721240215870232	NECTIN4
ENSG00000158796	-0.044310492455711926	0.7751835185488565	0.02500000000000003	0.7223173642871019	0.9828099622630402	0.9673519287324288	DEDD
ENSG00000158850	-0.12642787762403765	0.4134862733789578	0.05772727272727291	0.13361253623894395	0.9539315286997198	0.8313247912321673	B4GALT3
ENSG00000158859	0.11128761882525615	0.4720265152283908	-0.0363636363636364	0.29440523147031117	0.9535055121750162	0.8822606492687214	ADAMTS4
ENSG00000158874	0.1496246190096656	0.33234736914040097	-0.03272727272727244	0.6276360836645716	0.9379901950719277	0.9583530700722541	APOA2
ENSG00000143257	0.0307540474883377	0.8429095198100203	-0.0036363636363635787	0.9111820497811148	0.9915386295627288	0.9922488731702523	NR1I3
ENSG00000158887	0.08865310996378048	0.5671474189634975	0.09454545454545446	0.21228875865508162	0.9623522329512093	0.8591404869527306	MPZ
ENSG00000188931	-0.20948017634154292	0.17233824732466882	0.11954545454545445	0.5270863143125704	0.946458359525215	0.9390396862377421	CFAP126
ENSG00000213075	-0.0866638473993332	0.5759107605036262	-0.02909090909090912	0.7656607464048711	0.9630702809031676	0.9750328245591161	RPL31P11
ENSG00000162745	0.35143996275900247	0.01932275674028178	-0.13090909090909095	0.14612569169377665	0.9607734456244357	0.8381693269964601	OLFML2B
ENSG00000171722	0.34647679188696046	0.02122371176336098	-0.09727272727272727	0.020958285976974758	0.9675807503130179	0.8417845205214209	SPATA46
ENSG00000198574	-0.18287224680960062	0.2347675017743392	-0.06136363636363641	0.6944990711845294	0.9278629117638373	0.9660681326225122	SH2D1B
ENSG00000185860	-0.2041168830824437	0.18384074731549535	0.09090909090909091	0.07327734496722246	0.9493300373290892	0.7880906610690495	CCDC190
ENSG00000233693	-0.24250865217033132	0.1127189695815467	-0.01954545454545449	0.7793369005300331	0.951632204952048	0.9768564791903979	AL357568.1
ENSG00000162761	0.08589867194494775	0.5792979304029187	-0.01545454545454547	0.7132605537775739	0.9631369967255876	0.9682998870681397	LMX1A
ENSG00000143171	-0.0267841409857962	0.862979971140033	0.013181818181818149	0.9230386164551303	0.992596622113359	0.9930232176537204	RXRG
ENSG00000237463	0.07127241157770067	0.6457007466699141	0.0009090909090908907	0.9767988846003159	0.9701540408791586	0.9971370258523174	AL157714.2
ENSG00000143149	0.02972182380383803	0.8481191574051463	0.04454545454545456	0.5215046755388161	0.9919495869111167	0.939008008315275	ALDH9A1
ENSG00000143183	-0.014348670213447108	0.926346105949148	0.05909090909090904	0.298997881140409	0.9970092501606234	0.8851426563967715	TMCO1
ENSG00000188859	0.15598887975612463	0.3119532460765135	-0.05181818181818168	0.18357600453514236	0.9370876904218662	0.8477048228363112	FAM78B
ENSG00000143195	-0.00010575669443333643	0.9994563896709726	0.025454545454545514	0.5731055489066434	0.9997981620600087	0.9505006703590103	ILDR2
ENSG00000198821	0.062158452391656516	0.6885447524184913	-0.011818181818181929	0.7138768248255465	0.9735248505275785	0.9677143983115533	CD247
ENSG00000143162	-0.019386676499835165	0.900597795039272	0.053636363636363704	0.40042691138118136	0.9958604232677692	0.9163354822115378	CREG1
ENSG00000143199	0.18284730979556632	0.23483242818047623	-0.027727272727272805	0.35872252488571865	0.9277017284320771	0.9034721992816952	ADCY10
ENSG00000143158	-0.25711164376771956	0.09201860910419635	0.21363636363636357	0.02772804023995686	0.9585226272978364	0.8084427945045228	MPC2
ENSG00000143147	-0.00035287090311037297	0.9981861751273715	0.013636363636363608	0.5630658761097465	0.9994388902359169	0.9487311373215196	GPR161
ENSG00000214262	0.06850859881590075	0.6585818239482344	-0.2536363636363636	0.15704758942441482	0.969750685733172	0.8396281722745443	ANKRD36BP1
ENSG00000143185	0.25452879459861094	0.09544782033267145	-0.0663636363636364	0.30754034500298244	0.9551312100792755	0.8865081516656836	XCL2
ENSG00000143196	0.056808570623061744	0.7141611693852503	-0.05590909090909081	0.8424719802045829	0.9748002834629375	0.9856731233536088	DPT
ENSG00000143156	-0.14811943064326263	0.33728934795883847	0.027272727272727337	0.5674319782982685	0.938507075994536	0.9499776882002299	NME7
ENSG00000117477	-0.0330019079766028	0.8315877437059751	0.02818181818181819	0.636736423006235	0.9902997542253392	0.9589015612703078	CCDC181
ENSG00000117479	-0.08571529318699372	0.5801110220024435	0.10636363636363604	0.51683420088828	0.9635761008977843	0.9381048494303094	SLC19A2
ENSG00000198734	0.017664482795168808	0.909389604323168	-0.027272727272727296	0.37187052041367374	0.9976003959425153	0.9044022965637802	F5
ENSG00000174175	0.3301261726675698	0.028630844833508275	-0.1513636363636363	0.045041285174243086	0.9590240238888116	0.7937395957613601	SELP
ENSG00000188404	-0.389411729285933	0.008982123530870356	0.28818181818181815	0.03762250275769554	0.9915360516593489	0.8182777799294574	SELL
ENSG00000007908	0.09128107107909575	0.5556657508010123	-0.026818181818181856	0.5277150888104474	0.9607964986759302	0.938540403161513	SELE
ENSG00000000457	-0.4211843590846006	0.004411109253159753	0.045909090909091024	0.3083321217274399	0.9441925562373168	0.8851562644030135	SCYL3
ENSG00000075945	-0.03151105050521579	0.8390931160155461	-0.0027272727272725887	0.9614265111279329	0.9916349563900394	0.99739689835791	KIFAP3
ENSG00000221390	-0.04078970869031524	0.7926365429553222	0.01909090909090899	0.7111237021358949	0.986132449812292	0.9680194834720977	MIR1295A
ENSG00000034971	0.1210177614885819	0.4339126668947908	-0.042727272727272864	0.8757577771774276	0.9527189303649447	0.9874285671624726	MYOC
ENSG00000117533	0.07021254206531304	0.6506285566453843	0.03000000000000025	0.5414451023162462	0.9704965094110467	0.942428047982423	VAMP4
ENSG00000230630	0.11864646017899118	0.443039781432521	-0.03863636363636346	0.6554756841812747	0.9525029695864292	0.9613059165064951	DNM3OS
ENSG00000135845	-0.02214386812214822	0.8865471822070154	0.07363636363636385	0.10352647027001106	0.9939748413987566	0.8108418590715013	PIGC
ENSG00000120337	0.19305604943563126	0.2092703851091633	-0.009545454545454584	0.8794601483677833	0.9408590674784924	0.988428284827517	TNFSF18
ENSG00000117586	0.09435160870233879	0.5423906550551342	-0.014090909090909137	0.7730177056098877	0.9593913914670679	0.9762560633806842	TNFSF4
ENSG00000162753	-0.12435233353736166	0.42125697362563475	0.004090909090909105	0.9334785059373152	0.954791115841573	0.9938983764762971	SLC9C2
ENSG00000183831	0.13801734580824954	0.3716248111619498	-0.012272727272727315	0.6845123213848802	0.9432767441091168	0.9659559627711383	ANKRD45
ENSG00000120334	-0.40575191522956094	0.006283457456840771	0.02318181818181815	0.3415403989009703	0.9590195241953845	0.8984887712095071	CENPL
ENSG00000234741	-0.035212012812875365	0.8204888597169693	-0.049545454545454615	0.2741685319274112	0.9905915852078859	0.8784604002172183	GAS5
ENSG00000135870	-0.11490201721410927	0.45766507193215844	0.02636363636363595	0.7892809500541662	0.9530119044433795	0.9773852995167719	RC3H1
ENSG00000120333	-0.389695517338596	0.008927869626536217	0.3572727272727272	0.010716609261230896	0.9981017049997686	0.8748740732703475	MRPS14
ENSG00000235750	-0.2550956152506577	0.09468694187737933	0.07409090909090921	0.10350787002644544	0.9589989635497762	0.8110580958500762	KIAA0040
ENSG00000116147	-0.006813779800344554	0.9649866591078233	0.004545454545454469	0.9035388451916339	0.9990825128685492	0.9918640196887584	TNR
ENSG00000143207	-0.2604280890322641	0.08775619614537473	0.04772727272727284	0.40445094225846334	0.9724095673886473	0.9180037422113732	RFWD2
ENSG00000252906	-0.01219340287566958	0.9373855645311264	-0.014090909090909272	0.9254880695401094	0.9973927878667757	0.9929804142409684	SCARNA3
ENSG00000152092	0.09304133135702977	0.5480367984503828	-0.04045454545454552	0.14870365647482983	0.9610492443202237	0.8378961728559271	ASTN1
ENSG00000120341	0.09706993353720865	0.5307669791485938	-0.029090909090908876	0.32101752246228704	0.9579457087934312	0.8932307473459198	SEC16B
ENSG00000116194	0.002889664166434633	0.9851473802932887	0.09772727272727275	0.5966977204397654	0.99949750398311	0.9529789253101695	ANGPTL1
ENSG00000116218	0.1563976065995793	0.31067126523804994	-0.01818181818181812	0.731673951901884	0.9369247504223801	0.9686484540490171	NPHS2
ENSG00000179930	0.006770338675463863	0.9652097491668552	0.03318181818181806	0.5133115875802247	0.998959933803682	0.9383092048748286	ZNF648
ENSG00000135821	-0.11373088066598139	0.4622923895181863	-0.0477272727272728	0.683023230101582	0.9547189105569133	0.9655624786358704	GLUL
ENSG00000203730	0.024678302578410263	0.8736618827578997	-0.0054545454545455035	0.9382188824238057	0.9927178977255554	0.9938812133684977	TEDDM1
ENSG00000135828	0.09017520812015821	0.5604839631611533	-0.02499999999999999	0.6347402917467353	0.9621138896239182	0.9587746644353441	RNASEL
ENSG00000143333	0.05976517883965443	0.6999637704668583	0.0031818181818181347	0.9347188593424484	0.974596549201515	0.9938324096909773	RGS16
ENSG00000135824	-0.07122696715955004	0.6459117328605879	0.00363636363636362	0.907012494546467	0.9699728555072757	0.9921403031459298	RGS8
ENSG00000157060	0.037232921819757014	0.8103702729895775	-0.0009090909090910108	0.9775444025853162	0.9872713980365839	0.9968544825806106	SHCBP1L
ENSG00000157064	0.24182178062544457	0.11377319591508431	-0.08590909090909087	0.22950052267101592	0.9522876178834333	0.8633075812091023	NMNAT2
ENSG00000116701	-0.25034369262933154	0.10121262609246845	0.11454545454545462	0.06614244069997689	0.9520278741559519	0.7775834689658369	NCF2
ENSG00000162704	-0.07824891736194525	0.613644919577248	0.06999999999999992	0.3396149719697388	0.9674567168256406	0.8985411498361253	ARPC5
ENSG00000198756	0.0429049917684647	0.7821381877850301	0.06954545454545459	0.37258349771339716	0.9841629845869129	0.9046321139667377	COLGALT2
ENSG00000116406	-0.10102577063864604	0.5140723157071089	0.022727272727272693	0.7167397606541779	0.954915576811427	0.9676345111146935	EDEM3
ENSG00000135842	-0.01613983156374466	0.9171819272808134	-0.16772727272727248	0.39797622045331915	0.996988740176679	0.9158618882124896	FAM129A
ENSG00000121486	-0.16434638656700318	0.28640719984580615	0.1568181818181819	0.04737045257329458	0.9328296848568547	0.7956422809248482	TRMT1L
ENSG00000116679	0.0502996133913905	0.7457487681440069	0.023636363636363664	0.7900066482676963	0.9785722471937507	0.9776631664947194	IVNS1ABP
ENSG00000047410	-0.02488368839054023	0.8726190500342093	0.038181818181817935	0.6569038855217496	0.9932046927047818	0.9609915818201158	TPR
ENSG00000116703	-0.13314068226670425	0.3889210151187893	0.0704545454545453	0.4180261682551988	0.9477081295800347	0.923149887420137	PDC
ENSG00000073756	-0.06560440278014637	0.6722231280259443	0.06909090909090905	0.13379595444459796	0.9703808161124577	0.8306991837324315	PTGS2
ENSG00000162670	-0.016709557720467158	0.9142691835441235	0.01818181818181814	0.7069710825481279	0.9966618663167788	0.9682993711185908	BRINP3
ENSG00000116750	-0.21769020601130917	0.15574981514015004	0.05272727272727277	0.28369165470913316	0.9495382964014983	0.8813019333548151	UCHL5
ENSG00000023572	0.002362232734112868	0.9878581072625396	-0.019545454545454533	0.6639198434490229	0.999532224515599	0.9617960624147613	GLRX2
ENSG00000162630	-0.04614517100441246	0.7661313648536903	0.06727272727272728	0.39539766802028187	0.9824033982986538	0.9143636191162039	B3GALT2
ENSG00000162687	-0.15529536673090935	0.3141361414469875	-0.028181818181818145	0.5560679313234085	0.9383453973242893	0.9470312760128532	KCNT2
ENSG00000143278	0.04709366000461658	0.7614635527080778	0.04954545454545452	0.32234527954293857	0.9807887485970632	0.8929615445924334	F13B
ENSG00000066279	0.10344099078330356	0.5040105479650135	0.00454545454545459	0.9183184901138091	0.9536861942520395	0.9939766982287603	ASPM
ENSG00000177888	-0.0428944033587641	0.7821906456367634	-0.0031818181818180358	0.9744783874761467	0.9840878942166491	0.997494877061954	ZBTB41
ENSG00000213047	-0.08612120150021363	0.5783119392873013	0.07000000000000012	0.2478015302654313	0.9632312733318195	0.8705789550077763	DENND1B
ENSG00000151418	0.01677887886392028	0.9139148518631082	-0.1459090909090909	0.14675173674722117	0.9967089275445057	0.8379266374063845	ATP6V1G3
ENSG00000207975	0.15133039656974853	0.32680159356400307	-0.05545454545454548	0.6863602596192484	0.9377180922405397	0.9662331790854225	MIR181B1
ENSG00000162702	-0.09257888938700765	0.5500361774163514	0.05181818181818176	0.42354538912353035	0.9602382122550029	0.9233720866844124	ZNF281
ENSG00000118197	-0.056834614438655874	0.7140356834560614	0.08590909090909077	0.09957256022149104	0.9748564340401983	0.8136394678806381	DDX59
ENSG00000081248	0.04979735685911845	0.7482041618610134	-0.10090909090909086	0.41346241451042254	0.9778465710338426	0.9213015487478655	CACNA1S
ENSG00000116857	0.07776133969759029	0.6158631679954435	0.01363636363636395	0.6883295256040837	0.9669586120991166	0.9655206452012209	TMEM9
ENSG00000159173	-0.15095869316810737	0.3280051001287999	0.4868181818181819	0.011253585922886493	0.9371879403321987	0.8550776628506654	TNNI1
ENSG00000174307	-0.1203570336697066	0.4364452169155829	0.0168181818181817	0.5120157930911172	0.952441433209289	0.9377962225122916	PHLDA3
ENSG00000159176	0.16052297716380037	0.2979198653349652	-0.3536363636363637	0.11342785354907368	0.9335992637670609	0.8112818604292344	CSRP1
ENSG00000143862	-0.06782290173809845	0.6617929565043802	0.0272727272727273	0.6244099626526958	0.9699223423985371	0.9573413403633925	ARL8A
ENSG00000077152	-0.1890272116574557	0.2191156473307687	0.1745454545454545	0.040320532790858225	0.9389447856322393	0.8014790391224729	UBE2T
ENSG00000143858	0.026097697159101527	0.8664594156440628	0.014545454545454518	0.6514521416152173	0.9934737172318128	0.9616726652338345	SYT2
ENSG00000117139	-0.0821401107802047	0.5960651320512547	0.03590909090909087	0.42161131844399635	0.9658544311081629	0.9239757599361997	KDM5B
ENSG00000183155	-0.05648802027337811	0.7157062742505513	-0.005000000000000095	0.9302041489605031	0.9749380307059121	0.9933647616545844	RABIF
ENSG00000117153	0.01603693798540482	0.9177080894447066	0.0013636363636362545	0.9810025502419888	0.9968815686306158	0.9975410904262434	KLHL12
ENSG00000159346	-0.01483648153369044	0.9238493173683743	0.07636363636363676	0.5171876032899394	0.9967055884473358	0.9381642014205267	ADIPOR1
ENSG00000159348	-0.1750193843778319	0.25582142267243124	0.38590909090909076	0.005874809589091263	0.9311857342900276	0.9820443610259985	CYB5R1
ENSG00000122180	-0.1256695799266986	0.4163157590524583	0.12363636363636403	0.3712425918725272	0.953316921446673	0.9046300114600302	MYOG
ENSG00000133055	0.12749762139220125	0.4095133881027725	-0.11499999999999987	0.5394111207898689	0.9539189101499486	0.9421578258636459	MYBPH
ENSG00000133048	-0.04412801397302601	0.7760854862563566	0.04500000000000001	0.2865816058301534	0.9831723171975151	0.8809247540334242	CHI3L1
ENSG00000233791	0.13913074553759108	0.3677413819912789	-0.005909090909090822	0.8985712222985771	0.9425520935617594	0.9903750137384381	LINC01136
ENSG00000143845	0.21764131542492193	0.15584501005632045	-0.0349999999999999	0.1834772921574587	0.9484714342956091	0.8476950334160871	ETNK2
ENSG00000170498	0.03877198608024315	0.8026846003228862	-0.023636363636363476	0.7551121898216053	0.9868814867517022	0.9726079955785438	KISS1
ENSG00000174567	-0.009765212480183425	0.9498367656296414	-0.04136363636363635	0.4086866005917196	0.9985944839970928	0.9191782692959843	GOLT1A
ENSG00000143850	0.14668032092800143	0.34205670120260223	-0.06681818181818185	0.04383995522063165	0.9388239592663133	0.7957382564969253	PLEKHA6
ENSG00000158615	-0.28200881074781736	0.06364993868541946	0.16863636363636364	0.1614085637984562	0.9834363765902133	0.8391715378526372	PPP1R15B
ENSG00000133056	-0.02513306855036798	0.8713531258411881	-0.039090909090909016	0.4417291574786857	0.9935033171862111	0.9275308257047364	PIK3C2B
ENSG00000170382	0.29529591956165435	0.05165202948398553	-0.05863636363636372	0.07136658898476224	0.9717003445904758	0.7883111201136229	LRRN2
ENSG00000174529	0.0780996689048078	0.6143235689611283	-0.09499999999999997	0.2793976890973065	0.9671367192040293	0.8802707303959655	TMEM81
ENSG00000117222	-0.023620661039335536	0.8790352992668434	-0.01863636363636356	0.7146609516315694	0.9929738430127195	0.9673578331948258	RBBP5
ENSG00000133059	-0.15896352332293126	0.30269988461490166	0.008181818181818172	0.8496251539450974	0.9337413663902907	0.9851116859588023	DSTYK
ENSG00000163545	-0.2847423148102582	0.06101590816617181	0.06590909090909093	0.16277377438626864	0.9888746261612628	0.8407902554525566	NUAK2
ENSG00000162873	0.07985048301452442	0.6063825887421085	-0.006363636363636349	0.8196866284608095	0.9680061116508857	0.9824596901628059	KLHDC8A
ENSG00000186007	-0.07443058519082107	0.6311062764004471	-0.024090909090908958	0.6382876834879516	0.9692166736705441	0.9586057517395847	LEMD1
ENSG00000158711	-0.08886696638087313	0.5662089914883769	0.051363636363636396	0.14983655126531126	0.9626210982762486	0.838091506631212	ELK4
ENSG00000069275	-0.21616382563623687	0.15874193966606584	0.20818181818181794	0.027364591114407543	0.9489913232352819	0.8072324424203045	NUCKS1
ENSG00000117280	0.06134320926633408	0.6924269940049066	0.03500000000000002	0.4888528931253837	0.974148653316297	0.9326463021887756	RAB29
ENSG00000133065	0.008598815900761206	0.9558221602280264	0.15363636363636396	0.32193399893596936	0.9985471434035068	0.8930908091234604	SLC41A1
ENSG00000162877	-0.1206106439910298	0.4354721668469693	0.02136363636363631	0.6826889567648616	0.9526869590549677	0.9654787341178673	PM20D1
ENSG00000174502	0.12622153569596184	0.41425512164858413	-0.026363636363636346	0.33868714920073706	0.9535745436296326	0.8979813961890237	SLC26A9
ENSG00000263961	0.12567462824075856	0.41629688561508826	-0.05136363636363628	0.09534489084681759	0.9533980866800664	0.8135602937011873	C1orf186
ENSG00000143486	-0.1231007923204036	0.42598228495056223	0.08500000000000017	0.22802195419641444	0.9529494093107658	0.8621803834673559	EIF2D
ENSG00000136634	0.22652285164710007	0.13924114084759873	-0.012272727272727194	0.7849677856197589	0.9458051486675901	0.9772843363028804	IL10
ENSG00000162894	-0.14693648237330148	0.34120508808105676	0.05500000000000004	0.11117793492820653	0.9388355080731632	0.8124042938633976	FCMR
ENSG00000162896	-0.002362732836316865	0.9878555369250293	0.02090909090909091	0.5306075587660535	0.999587246864298	0.9393064923309904	PIGR
ENSG00000162897	0.05775741398738661	0.7095942264423504	0.014545454545454518	0.7324637705402187	0.9753169821860715	0.9682334764664798	FCAMR
ENSG00000182795	-0.059732026431399826	0.7001224174244781	0.023636363636363556	0.541479131353028	0.9742764346812368	0.9423938238481258	C1orf116
ENSG00000180667	-0.14586859012071277	0.34476395905807855	0.1290909090909092	0.07051246483758715	0.9384765833417176	0.7853012581404376	YOD1
ENSG00000203709	-0.021503102941912707	0.8898096085099297	0.022727272727272735	0.8148965621870153	0.9948365022336637	0.9815443631283621	C1orf132
ENSG00000174059	0.29083988461310534	0.05545348148955403	-0.22954545454545466	0.03944505017190699	0.9684771214971665	0.7985461598815589	CD34
ENSG00000076356	0.1920826359516104	0.2116203158901744	-0.08545454545454545	0.15972080437631472	0.9391554448809966	0.8393471731775677	PLXNA2
ENSG00000196878	-0.041064017917941495	0.7912730305406206	-0.021363636363636453	0.38158095245891366	0.9856936999325034	0.9080136764586296	LAMB3
ENSG00000162757	-0.18046597157349537	0.24108904355198232	0.10409090909090901	0.13437853096181243	0.9308391756322908	0.830497174451314	C1orf74
ENSG00000117595	-0.019717125227781095	0.8989121628274479	-0.014090909090909074	0.6532364588588949	0.995752999807344	0.961799037487738	IRF6
ENSG00000143473	0.05851457755064635	0.7059570617297846	-0.030909090909090955	0.41098826710408964	0.9748216778759482	0.919758518960982	KCNH1
ENSG00000198570	-0.019385993040121573	0.9006012818450222	-0.015000000000000128	0.8496255374641992	0.9958015433377743	0.9850470594868633	RD3
ENSG00000170385	-0.033837369670030384	0.8273882254690292	0.11772727272727276	0.33830958200325134	0.9908110891336837	0.897794040417458	SLC30A1
ENSG00000123684	0.03289497225264636	0.8321256023459269	0.026818181818181852	0.5483886714143049	0.9902012591441159	0.9433811585478663	LPGAT1
ENSG00000143493	-0.09010152642545718	0.5608056838608544	0.04909090909090921	0.45476123796390266	0.9618195586403865	0.929000145337805	INTS7
ENSG00000123685	-0.1449668701845495	0.34778674239640417	0.04454545454545469	0.2563809688110527	0.9381209316953567	0.8715860477574273	BATF3
ENSG00000117697	-0.007578160915683888	0.9610616595958577	0.08954545454545462	0.12957948196108743	0.9992035451502485	0.8267462985754296	NSL1
ENSG00000174606	-0.13398428269277518	0.38589569906189025	0.033636363636363485	0.6027427870094735	0.9458513210353718	0.955504100215885	ANGEL2
ENSG00000042781	0.15127686006887234	0.32697476418866245	-0.009545454545454484	0.748547976690918	0.9377550753332359	0.9714243317470604	USH2A
ENSG00000196482	-0.08898992057068578	0.565669779183396	0.20772727272727282	0.028292390253906768	0.9624501710185116	0.8061494054165124	ESRRG
ENSG00000092978	0.2568477585470964	0.09236452767802711	-0.08954545454545434	0.06157661796308825	0.9587121169750039	0.7883244336164297	GPATCH2
ENSG00000232480	-0.16897536478971423	0.2728617171757686	0.08000000000000007	0.2977926854714997	0.9321270649803604	0.8838108243821039	TGFB2-AS1
ENSG00000196660	0.17936876723133835	0.24400950707320776	-0.05227272727272739	0.24601958386203457	0.9316630124317908	0.8702409786268502	SLC30A10
ENSG00000136628	-0.1026291678027077	0.5073813758533499	0.1668181818181819	0.08636652602651121	0.9533837821408838	0.8063325876687898	EPRS
ENSG00000162813	-0.12057415892338379	0.4356120781373023	0.029545454545454396	0.5297569754418227	0.9523995011791143	0.9388423296602252	BPNT1
ENSG00000207590	-0.07256131942486607	0.6397281875577707	-0.013636363636363651	0.9249769913947608	0.9694792909699527	0.9930390943153001	MIR215
ENSG00000118873	-0.02636773934516509	0.8650903252358619	-0.017727272727272994	0.7229277094237525	0.9931365941879684	0.9669888093130395	RAB3GAP2
ENSG00000222370	0.06977727657175077	0.6526565883355422	-0.03227272727272727	0.8362246385364218	0.9704700473115415	0.9840707244781278	SNORA36B
ENSG00000234754	-0.0856870988613395	0.5802360798455224	0.08954545454545458	0.09348258736206895	0.9632368933555859	0.812280382860908	C1orf140
ENSG00000143507	-0.15207048467593498	0.3244135693009663	0.21909090909090895	0.054886722579089255	0.937455872303352	0.7942058983579345	DUSP10
ENSG00000143512	-0.03341675874579081	0.8295018746573115	0.007727272727272784	0.8686991838729055	0.9905712956854763	0.98720673844851	HHIPL2
ENSG00000143498	-0.10785939945162414	0.4858662213182552	0.007727272727272704	0.8888047916498272	0.9535864829003706	0.9888629375657813	TAF1A
ENSG00000186063	0.2282037894143566	0.13625229821331952	-0.029090909090909115	0.5955101311106992	0.9490080707302319	0.9528162097771187	AIDA
ENSG00000187554	0.006841345824559281	0.9648450963255043	0.014090909090909114	0.6681528675116805	0.9992896164929045	0.961815724642419	TLR5
ENSG00000143502	-0.12258431600400174	0.42794094266791194	-0.004090909090909125	0.8713039570753718	0.9535634665110055	0.9870354365939671	SUSD4
ENSG00000143514	-0.16661967860163515	0.27970128716684645	0.06318181818181813	0.2585125200603245	0.9331528212036664	0.8709043670055308	TP53BP2
ENSG00000143799	-0.34744299351866126	0.020841819165368022	0.16454545454545438	0.02573776128009348	0.9729138563578179	0.8110398312175956	PARP1
ENSG00000143748	0.02316480079126928	0.8813529983417148	0.007272727272727158	0.8538027086494542	0.9935457820741026	0.9855284191907944	NVL
ENSG00000221406	-0.028403284367637987	0.854783115975426	-0.06636363636363635	0.5151978423626797	0.9921408048935774	0.9388239752024247	MIR320B2
ENSG00000143815	-0.24347766951243838	0.11124433892388466	0.03909090909090915	0.42537736391641534	0.951540271341142	0.9227812991547302	LBR
ENSG00000154380	-0.09105966104959869	0.5566288654282621	0.23772727272727256	0.11047280342323963	0.9608526599131448	0.8113048726714234	ENAH
ENSG00000196187	-0.11727176857263925	0.44837899452563423	-0.025000000000000036	0.5853917160502731	0.9533553133754007	0.9516342873126232	TMEM63A
ENSG00000143768	-0.036089768324788794	0.8160903431424382	0.019999999999999997	0.4537907651898063	0.9886815090306513	0.9289637871018755	LEFTY2
ENSG00000143751	-0.33629442961614303	0.025617774969783357	0.11727272727272736	0.06551357413979468	0.9486143170245517	0.7801182179794276	SDE2
ENSG00000182827	-0.07585210367698478	0.6245817380360693	0.07727272727272716	0.3051173309339592	0.9671511835914502	0.8863653413692241	ACBD3
ENSG00000183814	-0.03782164342604206	0.8074282323440567	0.012272727272727574	0.7507204749750374	0.9867692754562654	0.9720874789200926	LIN9
ENSG00000143772	0.09529014199976821	0.538363659831427	-0.08772727272727279	0.04594065320541971	0.9591310350549337	0.7967888785192951	ITPKB
ENSG00000143776	0.12481054791830999	0.41953438430936074	-0.10318181818181768	0.178431922862885	0.9545848474718562	0.8437061180197623	CDC42BPA
ENSG00000081692	-0.03099217640110456	0.8417086136884138	0.03181818181818166	0.3238281111009208	0.9917877005544468	0.8942465396543993	JMJD4
ENSG00000143816	-0.38348198142980827	0.010182435142092047	0.13045454545454555	0.011301538325709702	0.9984474950502771	0.8550198305726582	WNT9A
ENSG00000143793	0.04869707141049789	0.7535917335893383	0.0045454545454544065	0.8752861555841214	0.9781144796243486	0.9874677081123858	C1orf35
ENSG00000162910	0.06206800810329203	0.688975066511849	-0.03227272727272715	0.3639813779358886	0.9734275430585184	0.9045166565950328	MRPL55
ENSG00000203684	-0.08229654999655854	0.5953630129534264	0.0936363636363637	0.2516761753058103	0.9659652064483768	0.8702561522788775	IBA57-AS1
ENSG00000154370	-0.11201214024293406	0.46912867318393425	-0.010909090909090938	0.6653483938660836	0.9534676322052356	0.9615640188668175	TRIM11
ENSG00000162931	0.11030788525371872	0.4759601892339519	-0.045454545454545435	0.12268450161270934	0.952463030604757	0.8200146124547885	TRIM17
ENSG00000168148	0.15363739050193323	0.3193939096635006	-0.0163636363636364	0.7694523446228777	0.9373017726824548	0.9758962029641411	HIST3H3
ENSG00000181218	-0.16973949456550497	0.27066701130496096	-0.025000000000000012	0.6364326896539272	0.933349191046105	0.9587732013394327	HIST3H2A
ENSG00000201321	-0.07746255511418428	0.6172241717871949	0.06818181818181851	0.7133864999439831	0.9671920956351081	0.9682461991197643	RNA5S9
ENSG00000154429	0.16217170265812458	0.2929193655060179	0.004545454545454651	0.908853923164044	0.931398678145222	0.9926698232343062	CCSAP
ENSG00000069248	-0.06503119483458965	0.6749280514871839	0.03409090909090913	0.6381746357475251	0.9709316580364767	0.9586820615063815	NUP133
ENSG00000135776	0.0003172924617224176	0.9983690549564221	-0.0068181818181817545	0.9194839034640098	0.9994509583411351	0.9937673321182451	ABCB10
ENSG00000135801	0.0207716231663858	0.8935361004578	0.001818181818181698	0.9672247398103361	0.9955783428702664	0.9969304500059322	TAF5L
ENSG00000119280	0.1622289282863068	0.2927467840760974	-0.017272727272727433	0.5908228463945502	0.9315249372921794	0.9522610284588746	C1orf198
